method,scenario_id,scenario,rep,N,n_X,sigma2_x,ATE_est,NDE_d1_est,NDE_d0_est,NIE_d1_est,NIE_d0_est,ATE_true,NDE_d1_true,NDE_d0_true,NIE_d1_true,NIE_d0_true,ATE_bias,NDE_d1_bias,NDE_d0_bias,NIE_d1_bias,NIE_d0_bias,converged,first_10_loss,last_10_loss,last_10_loss_sd,relative_drop,relative_sd
cmavae,8,N4000_nX200_sx3,68,4000,200,3,1.597772,,1.002087,0.595685,0.391851,1.706566,,1.130682,0.575883,0.383922,-0.108794,,-0.128595,0.019801,0.007929,True,289.488298,268.595972,0.004359,0.072170,0.000016
cmavae,8,N4000_nX200_sx3,69,4000,200,3,1.609900,,1.045395,0.564504,0.376265,1.704487,,1.129100,0.575387,0.383591,-0.094587,,-0.083704,-0.010883,-0.007326,True,288.572885,268.476173,0.003309,0.069642,0.000012
cmavae,8,N4000_nX200_sx3,70,4000,200,3,1.605821,,1.010770,0.595051,0.379044,1.708798,,1.133063,0.575735,0.383823,-0.102977,,-0.122293,0.019316,-0.004779,True,288.336307,269.396620,0.004797,0.065686,0.000018
cmavae,8,N4000_nX200_sx3,71,4000,200,3,1.645332,,1.015107,0.630225,0.428919,1.702131,,1.126016,0.576115,0.384077,-0.056799,,-0.110909,0.054110,0.044843,True,289.910273,268.832756,0.003063,0.072704,0.000011
cmavae,8,N4000_nX200_sx3,72,4000,200,3,1.560611,,0.991603,0.569008,0.369298,1.706364,,1.130552,0.575812,0.383875,-0.145753,,-0.138949,-0.006804,-0.014577,True,289.353753,268.863592,0.006203,0.070814,0.000023
cmavae,8,N4000_nX200_sx3,73,4000,200,3,1.614493,,1.041404,0.573089,0.378998,1.703963,,1.128185,0.575778,0.383852,-0.089470,,-0.086780,-0.002690,-0.004854,True,289.445491,269.027155,0.003834,0.070543,0.000014
cmavae,8,N4000_nX200_sx3,74,4000,200,3,1.692745,,1.133775,0.558971,0.360222,1.693272,,1.117501,0.575771,0.383847,-0.000527,,0.016274,-0.016800,-0.023625,True,290.070155,269.097373,0.004519,0.072302,0.000017
cmavae,8,N4000_nX200_sx3,75,4000,200,3,1.636829,,1.076689,0.560140,0.350419,1.699630,,1.123187,0.576442,0.384295,-0.062801,,-0.046498,-0.016303,-0.033876,True,288.420789,269.402942,0.003977,0.065938,0.000015
cmavae,8,N4000_nX200_sx3,76,4000,200,3,1.548527,,1.014974,0.533554,0.360086,1.698292,,1.123049,0.575243,0.383495,-0.149765,,-0.108075,-0.041690,-0.023410,True,288.808075,268.877695,0.004046,0.069009,0.000015
cmavae,8,N4000_nX200_sx3,77,4000,200,3,1.599058,,1.115645,0.483413,0.344594,1.707190,,1.131129,0.576060,0.384040,-0.108132,,-0.015485,-0.092647,-0.039447,True,289.343359,269.123478,0.005241,0.069882,0.000019
cmavae,8,N4000_nX200_sx3,78,4000,200,3,1.617636,,1.030646,0.586990,0.390814,1.704954,,1.129668,0.575286,0.383524,-0.087318,,-0.099022,0.011704,0.007290,True,290.566846,268.929832,0.003573,0.074465,0.000013
cmavae,8,N4000_nX200_sx3,79,4000,200,3,1.620452,,1.134800,0.485653,0.313626,1.700474,,1.124832,0.575642,0.383761,-0.080021,,0.009968,-0.089989,-0.070135,True,290.018124,269.508473,0.004364,0.070719,0.000016
cmavae,8,N4000_nX200_sx3,80,4000,200,3,1.610061,,1.052474,0.557587,0.361932,1.691931,,1.116439,0.575492,0.383662,-0.081870,,-0.063965,-0.017905,-0.021729,True,289.220200,268.442840,0.005739,0.071839,0.000021
cmavae,8,N4000_nX200_sx3,81,4000,200,3,1.668646,,1.080568,0.588078,0.394055,1.709363,,1.133243,0.576121,0.384080,-0.040717,,-0.052675,0.011958,0.009975,True,289.808891,268.921813,0.002886,0.072072,0.000011
cmavae,8,N4000_nX200_sx3,82,4000,200,3,1.590089,,1.082394,0.507694,0.341435,1.694050,,1.118800,0.575251,0.383501,-0.103962,,-0.036405,-0.067557,-0.042065,True,288.496242,268.480816,0.004220,0.069378,0.000016
cmavae,8,N4000_nX200_sx3,83,4000,200,3,1.484554,,0.977099,0.507455,0.323851,1.715752,,1.139977,0.575775,0.383850,-0.231198,,-0.162878,-0.068320,-0.059999,True,288.583628,268.543935,0.002779,0.069442,0.000010
cmavae,8,N4000_nX200_sx3,84,4000,200,3,1.570838,,1.017342,0.553496,0.379465,1.705661,,1.129626,0.576035,0.384023,-0.134822,,-0.112284,-0.022539,-0.004558,True,290.301048,268.808513,0.003405,0.074035,0.000013
cmavae,8,N4000_nX200_sx3,85,4000,200,3,1.653766,,1.049776,0.603990,0.396745,1.702813,,1.127241,0.575572,0.383714,-0.049047,,-0.077466,0.028419,0.013031,True,289.841610,268.787224,0.004693,0.072641,0.000017
cmavae,8,N4000_nX200_sx3,86,4000,200,3,1.590893,,0.930323,0.660570,0.424265,1.694114,,1.118915,0.575199,0.383466,-0.103221,,-0.188592,0.085371,0.040799,True,288.163301,268.480633,0.004124,0.068304,0.000015
cmavae,8,N4000_nX200_sx3,87,4000,200,3,1.584741,,1.048953,0.535787,0.315504,1.697881,,1.122437,0.575444,0.383630,-0.113141,,-0.073484,-0.039657,-0.068126,True,288.082208,269.115771,0.003471,0.065837,0.000013
cmavae,8,N4000_nX200_sx3,88,4000,200,3,1.518283,,1.033353,0.484930,0.336753,1.702980,,1.126825,0.576155,0.384103,-0.184697,,-0.093472,-0.091225,-0.047350,True,289.615393,269.701964,0.005582,0.068758,0.000021
cmavae,8,N4000_nX200_sx3,89,4000,200,3,1.609916,,1.081442,0.528474,0.342343,1.702665,,1.127113,0.575552,0.383701,-0.092748,,-0.045671,-0.047077,-0.041358,True,288.381783,269.471406,0.003294,0.065574,0.000012
cmavae,8,N4000_nX200_sx3,90,4000,200,3,1.544230,,0.959717,0.584514,0.386644,1.693922,,1.118291,0.575631,0.383754,-0.149691,,-0.158574,0.008882,0.002889,True,287.903793,269.377434,0.004086,0.064349,0.000015
cmavae,8,N4000_nX200_sx3,91,4000,200,3,1.628008,,1.002401,0.625607,0.419514,1.702144,,1.127086,0.575058,0.383372,-0.074136,,-0.124686,0.050550,0.036142,True,287.816054,269.344769,0.003674,0.064177,0.000014
cmavae,8,N4000_nX200_sx3,92,4000,200,3,1.655133,,1.016247,0.638886,0.408312,1.690529,,1.114575,0.575954,0.383969,-0.035397,,-0.098328,0.062932,0.024342,True,288.508231,268.807703,0.004975,0.068284,0.000019
cmavae,8,N4000_nX200_sx3,93,4000,200,3,1.609547,,1.038717,0.570831,0.370977,1.696648,,1.120964,0.575683,0.383789,-0.087100,,-0.082248,-0.004853,-0.012812,True,288.046327,268.613263,0.002435,0.067465,0.000009
cmavae,8,N4000_nX200_sx3,94,4000,200,3,1.580323,,1.060615,0.519708,0.324929,1.690712,,1.115820,0.574892,0.383262,-0.110389,,-0.055205,-0.055185,-0.058333,True,288.868364,269.027015,0.002961,0.068686,0.000011
cmavae,8,N4000_nX200_sx3,95,4000,200,3,1.671487,,1.189199,0.482288,0.337256,1.695759,,1.119917,0.575842,0.383895,-0.024272,,0.069282,-0.093554,-0.046639,True,288.737108,269.589289,0.003124,0.066316,0.000012
cmavae,8,N4000_nX200_sx3,96,4000,200,3,1.535930,,0.993760,0.542169,0.370467,1.692861,,1.117049,0.575813,0.383875,-0.156931,,-0.123288,-0.033643,-0.013408,True,290.811824,268.368615,0.004352,0.077174,0.000016
cmavae,8,N4000_nX200_sx3,97,4000,200,3,1.624058,,1.008345,0.615712,0.401304,1.699807,,1.123530,0.576277,0.384184,-0.075749,,-0.115185,0.039436,0.017120,True,289.228870,268.566116,0.004697,0.071441,0.000017
cmavae,8,N4000_nX200_sx3,98,4000,200,3,1.526510,,0.999310,0.527200,0.332066,1.694340,,1.118393,0.575948,0.383965,-0.167831,,-0.119083,-0.048748,-0.051899,True,289.820595,268.885561,0.003780,0.072234,0.000014
cmavae,8,N4000_nX200_sx3,99,4000,200,3,1.566356,,1.084545,0.481810,0.310065,1.695279,,1.119370,0.575909,0.383939,-0.128924,,-0.034825,-0.094099,-0.073874,True,289.475158,269.097166,0.005266,0.070396,0.000020
cmavae,8,N4000_nX200_sx3,100,4000,200,3,1.637144,,0.986974,0.650170,0.404711,1.700237,,1.124338,0.575899,0.383932,-0.063093,,-0.137364,0.074271,0.020779,True,288.181141,267.883076,0.004435,0.070435,0.000017
lsem_oracleZ,1,N1000_nX10_sx1,1,1000,10,1,1.615064,1.160527,1.160527,0.454537,0.454537,1.670250,1.286532,1.094672,0.575578,0.383719,-0.055187,-0.126005,0.065854,-0.121041,0.070818,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,2,1000,10,1,1.770901,1.311170,1.311170,0.459731,0.459731,1.697492,1.314050,1.122329,0.575163,0.383442,0.073409,-0.002879,0.188842,-0.115432,0.076289,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,3,1000,10,1,1.712429,1.158283,1.158283,0.554147,0.554147,1.715386,1.331207,1.139117,0.576269,0.384179,-0.002957,-0.172924,0.019166,-0.022122,0.169967,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,4,1000,10,1,1.706732,1.171452,1.171452,0.535280,0.535280,1.684827,1.301276,1.109500,0.575326,0.383551,0.021906,-0.129824,0.061952,-0.040046,0.151730,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,5,1000,10,1,1.739271,1.224761,1.224761,0.514510,0.514510,1.703350,1.319741,1.127937,0.575413,0.383609,0.035921,-0.094980,0.096824,-0.060904,0.130901,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,6,1000,10,1,1.823507,1.273948,1.273948,0.549559,0.549559,1.702184,1.318013,1.125928,0.576255,0.384170,0.121324,-0.044065,0.148020,-0.026696,0.165389,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,7,1000,10,1,1.728828,1.283454,1.283454,0.445374,0.445374,1.694767,1.310704,1.118672,0.576095,0.384063,0.034061,-0.027250,0.164782,-0.130721,0.061311,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,8,1000,10,1,1.937337,1.311032,1.311032,0.626306,0.626306,1.723398,1.340280,1.148721,0.574678,0.383118,0.213939,-0.029248,0.162311,0.051628,0.243187,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,9,1000,10,1,1.789862,1.290571,1.290571,0.499291,0.499291,1.694574,1.311132,1.119411,0.575163,0.383442,0.095288,-0.020560,0.171161,-0.075872,0.115849,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,10,1000,10,1,1.798553,1.320986,1.320986,0.477567,0.477567,1.723644,1.339503,1.147433,0.576210,0.384140,0.074909,-0.018517,0.173553,-0.098644,0.093426,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,11,1000,10,1,1.491458,1.147967,1.147967,0.343492,0.343492,1.716903,1.332897,1.140895,0.576008,0.384006,-0.225444,-0.184930,0.007072,-0.232517,-0.040514,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,12,1000,10,1,1.659148,1.208257,1.208257,0.450891,0.450891,1.705487,1.321772,1.129915,0.575573,0.383715,-0.046339,-0.113516,0.078342,-0.124681,0.067176,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,13,1000,10,1,1.879384,1.354426,1.354426,0.524958,0.524958,1.694321,1.310057,1.117925,0.576396,0.384264,0.185063,0.044369,0.236501,-0.051438,0.140694,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,14,1000,10,1,1.757827,1.214107,1.214107,0.543720,0.543720,1.659156,1.275646,1.083891,0.575264,0.383510,0.098671,-0.061539,0.130215,-0.031544,0.160210,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,15,1000,10,1,1.664874,1.209496,1.209496,0.455377,0.455377,1.711819,1.327763,1.135735,0.576084,0.384056,-0.046945,-0.118267,0.073762,-0.120707,0.071321,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,16,1000,10,1,1.673495,1.231258,1.231258,0.442237,0.442237,1.703116,1.318771,1.126599,0.576517,0.384344,-0.029621,-0.087513,0.104659,-0.134279,0.057893,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,17,1000,10,1,1.534674,1.111366,1.111366,0.423308,0.423308,1.691940,1.307948,1.115951,0.575989,0.383993,-0.157266,-0.196581,-0.004585,-0.152681,0.039315,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,18,1000,10,1,1.531799,1.110802,1.110802,0.420997,0.420997,1.714513,1.330315,1.138216,0.576297,0.384198,-0.182714,-0.219513,-0.027414,-0.155300,0.036799,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,19,1000,10,1,1.700384,1.183534,1.183534,0.516850,0.516850,1.675652,1.292104,1.100330,0.575323,0.383548,0.024732,-0.108570,0.083204,-0.058473,0.133302,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,20,1000,10,1,1.748388,1.285073,1.285073,0.463314,0.463314,1.719025,1.335229,1.143331,0.575694,0.383796,0.029363,-0.050155,0.141743,-0.112380,0.079518,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,21,1000,10,1,1.805833,1.320962,1.320962,0.484871,0.484871,1.714574,1.330630,1.138658,0.575916,0.383944,0.091259,-0.009669,0.182303,-0.091045,0.100927,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,22,1000,10,1,1.637649,1.126761,1.126761,0.510888,0.510888,1.706133,1.322573,1.130792,0.575340,0.383560,-0.068484,-0.195812,-0.004032,-0.064452,0.127328,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,23,1000,10,1,1.848603,1.239974,1.239974,0.608629,0.608629,1.710606,1.326769,1.134851,0.575755,0.383837,0.137997,-0.086796,0.105123,0.032874,0.224792,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,24,1000,10,1,1.681475,1.208056,1.208056,0.473418,0.473418,1.672889,1.288824,1.096791,0.576098,0.384065,0.008585,-0.080768,0.111265,-0.102680,0.089353,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,25,1000,10,1,1.818478,1.222981,1.222981,0.595497,0.595497,1.712532,1.329639,1.138192,0.574340,0.382894,0.105946,-0.106658,0.084789,0.021157,0.212604,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,26,1000,10,1,1.874991,1.307109,1.307109,0.567882,0.567882,1.721315,1.338014,1.146363,0.574952,0.383302,0.153676,-0.030905,0.160746,-0.007070,0.184581,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,27,1000,10,1,1.772043,1.197505,1.197505,0.574538,0.574538,1.723220,1.339171,1.147147,0.576073,0.384048,0.048823,-0.141667,0.050358,-0.001534,0.190490,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,28,1000,10,1,1.878013,1.291460,1.291460,0.586553,0.586553,1.709716,1.325519,1.133421,0.576295,0.384197,0.168297,-0.034060,0.158039,0.010258,0.202357,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,29,1000,10,1,1.759464,1.327788,1.327788,0.431676,0.431676,1.671674,1.287683,1.095688,0.575986,0.383991,0.087789,0.040104,0.232100,-0.144311,0.047685,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,30,1000,10,1,1.666416,1.131566,1.131566,0.534851,0.534851,1.711242,1.327946,1.136297,0.574944,0.383296,-0.044825,-0.196380,-0.004732,-0.040094,0.151555,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,31,1000,10,1,1.406583,1.143493,1.143493,0.263090,0.263090,1.701806,1.317911,1.125964,0.575842,0.383895,-0.295223,-0.174417,0.017530,-0.312753,-0.120805,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,32,1000,10,1,1.567369,1.170036,1.170036,0.397334,0.397334,1.693463,1.310025,1.118306,0.575157,0.383438,-0.126094,-0.139989,0.051730,-0.177824,0.013895,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,33,1000,10,1,1.553737,1.114476,1.114476,0.439261,0.439261,1.678194,1.294615,1.102825,0.575368,0.383579,-0.124457,-0.180138,0.011651,-0.136108,0.055682,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,34,1000,10,1,1.568047,1.147704,1.147704,0.420343,0.420343,1.695020,1.311261,1.119382,0.575637,0.383758,-0.126973,-0.163557,0.028322,-0.155295,0.036584,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,35,1000,10,1,1.702735,1.279769,1.279769,0.422966,0.422966,1.703573,1.319272,1.127121,0.576452,0.384302,-0.000838,-0.039503,0.152648,-0.153486,0.038665,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,36,1000,10,1,1.724416,1.182150,1.182150,0.542266,0.542266,1.686976,1.302644,1.110477,0.576499,0.384333,0.037440,-0.120493,0.071673,-0.034233,0.157933,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,37,1000,10,1,1.665122,1.192170,1.192170,0.472952,0.472952,1.680680,1.296804,1.104866,0.575815,0.383876,-0.015558,-0.104634,0.087304,-0.102862,0.089076,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,38,1000,10,1,1.763720,1.224008,1.224008,0.539713,0.539713,1.698169,1.314896,1.123259,0.574910,0.383273,0.065552,-0.090888,0.100749,-0.035197,0.156439,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,39,1000,10,1,1.547114,1.192092,1.192092,0.355023,0.355023,1.690354,1.306354,1.114354,0.576000,0.384000,-0.143239,-0.114262,0.077738,-0.220978,-0.028978,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,40,1000,10,1,1.671327,1.298527,1.298527,0.372800,0.372800,1.684245,1.299910,1.107743,0.576503,0.384335,-0.012918,-0.001383,0.190784,-0.203702,-0.011535,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,41,1000,10,1,1.737023,1.244153,1.244153,0.492870,0.492870,1.676463,1.291823,1.099503,0.576960,0.384640,0.060559,-0.047670,0.144650,-0.084091,0.108230,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,42,1000,10,1,1.634568,1.226637,1.226637,0.407931,0.407931,1.702352,1.318065,1.125921,0.576432,0.384288,-0.067784,-0.091427,0.100717,-0.168501,0.023643,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,43,1000,10,1,1.662009,1.293888,1.293888,0.368122,0.368122,1.733532,1.349435,1.157386,0.576146,0.384097,-0.071523,-0.055547,0.136501,-0.208024,-0.015975,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,44,1000,10,1,1.847425,1.354606,1.354606,0.492819,0.492819,1.721858,1.337650,1.145546,0.576312,0.384208,0.125566,0.016956,0.209060,-0.083494,0.108610,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,45,1000,10,1,1.610551,1.212337,1.212337,0.398214,0.398214,1.689838,1.306812,1.115298,0.574540,0.383026,-0.079286,-0.094474,0.097039,-0.176325,0.015188,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,46,1000,10,1,1.584621,1.206249,1.206249,0.378372,0.378372,1.700956,1.317077,1.125138,0.575818,0.383879,-0.116335,-0.110828,0.081111,-0.197446,-0.005507,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,47,1000,10,1,1.691131,1.261334,1.261334,0.429797,0.429797,1.723604,1.340037,1.148253,0.575351,0.383567,-0.032473,-0.078703,0.113081,-0.145554,0.046230,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,48,1000,10,1,1.705362,1.166483,1.166483,0.538879,0.538879,1.713351,1.329296,1.137269,0.576082,0.384054,-0.007989,-0.162814,0.029213,-0.037203,0.154825,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,49,1000,10,1,1.702171,1.298776,1.298776,0.403395,0.403395,1.738977,1.354893,1.162851,0.576126,0.384084,-0.036806,-0.056117,0.135925,-0.172731,0.019311,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,50,1000,10,1,2.021959,1.374136,1.374136,0.647823,0.647823,1.712892,1.328261,1.135946,0.576946,0.384630,0.309068,0.045875,0.238190,0.070878,0.263193,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,51,1000,10,1,1.791046,1.175987,1.175987,0.615059,0.615059,1.686264,1.303103,1.111522,0.574742,0.383162,0.104782,-0.127116,0.064465,0.040317,0.231897,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,52,1000,10,1,1.703602,1.228079,1.228079,0.475523,0.475523,1.683799,1.299768,1.107752,0.576047,0.384031,0.019803,-0.071688,0.120327,-0.100524,0.091492,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,53,1000,10,1,1.602620,1.174591,1.174591,0.428029,0.428029,1.689594,1.305858,1.113990,0.575604,0.383736,-0.086973,-0.131267,0.060601,-0.147574,0.044294,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,54,1000,10,1,1.730424,1.212620,1.212620,0.517804,0.517804,1.709895,1.325633,1.133501,0.576393,0.384262,0.020530,-0.113012,0.079119,-0.058589,0.133542,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,55,1000,10,1,1.594615,1.203170,1.203170,0.391445,0.391445,1.698324,1.314247,1.122209,0.576115,0.384077,-0.103709,-0.111077,0.080961,-0.184670,0.007368,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,56,1000,10,1,1.760306,1.356252,1.356252,0.404055,0.404055,1.717972,1.334365,1.142562,0.575410,0.383607,0.042334,0.021886,0.213690,-0.171356,0.020448,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,57,1000,10,1,1.785104,1.222222,1.222222,0.562881,0.562881,1.715553,1.331885,1.140050,0.575503,0.383669,0.069550,-0.109663,0.082172,-0.012622,0.179213,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,58,1000,10,1,1.777855,1.214441,1.214441,0.563414,0.563414,1.734753,1.351199,1.159422,0.575331,0.383554,0.043102,-0.136758,0.055019,-0.011918,0.179859,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,59,1000,10,1,1.744343,1.214328,1.214328,0.530015,0.530015,1.715591,1.331744,1.139821,0.575769,0.383846,0.028753,-0.117416,0.074507,-0.045755,0.146169,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,60,1000,10,1,1.494102,1.159577,1.159577,0.334525,0.334525,1.693578,1.309293,1.117151,0.576427,0.384284,-0.199475,-0.149716,0.042426,-0.241902,-0.049759,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,61,1000,10,1,1.804735,1.326557,1.326557,0.478178,0.478178,1.719874,1.336508,1.144826,0.575048,0.383365,0.084862,-0.009951,0.181732,-0.096870,0.094813,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,62,1000,10,1,1.938755,1.274127,1.274127,0.664628,0.664628,1.700658,1.316778,1.124838,0.575820,0.383880,0.238097,-0.042651,0.149289,0.088808,0.280748,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,63,1000,10,1,1.640871,1.109390,1.109390,0.531481,0.531481,1.718283,1.334621,1.142791,0.575492,0.383661,-0.077412,-0.225232,-0.033401,-0.044011,0.147820,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,64,1000,10,1,1.779943,1.232240,1.232240,0.547703,0.547703,1.702522,1.318473,1.126449,0.576073,0.384049,0.077421,-0.086233,0.105791,-0.028370,0.163654,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,65,1000,10,1,1.501638,1.162180,1.162180,0.339457,0.339457,1.684059,1.300267,1.108371,0.575688,0.383792,-0.182421,-0.138086,0.053810,-0.236231,-0.044335,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,66,1000,10,1,1.637013,1.115993,1.115993,0.521020,0.521020,1.703840,1.319637,1.127536,0.576303,0.384202,-0.066826,-0.203644,-0.011543,-0.055283,0.136818,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,67,1000,10,1,1.880827,1.132735,1.132735,0.748092,0.748092,1.691288,1.307608,1.115769,0.575520,0.383680,0.189539,-0.174873,0.016967,0.172572,0.364412,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,68,1000,10,1,1.780150,1.183922,1.183922,0.596229,0.596229,1.667921,1.284514,1.092811,0.575110,0.383406,0.112230,-0.100593,0.091110,0.021119,0.212822,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,69,1000,10,1,1.573712,1.249073,1.249073,0.324639,0.324639,1.703537,1.319979,1.128200,0.575337,0.383558,-0.129825,-0.070906,0.120873,-0.250698,-0.058919,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,70,1000,10,1,1.797379,1.318501,1.318501,0.478878,0.478878,1.717336,1.333748,1.141953,0.575382,0.383588,0.080044,-0.015246,0.176548,-0.096504,0.095290,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,71,1000,10,1,1.830049,1.251226,1.251226,0.578824,0.578824,1.700097,1.315843,1.123716,0.576382,0.384255,0.129952,-0.064617,0.127510,0.002442,0.194569,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,72,1000,10,1,1.796817,1.196142,1.196142,0.600675,0.600675,1.688159,1.304728,1.113012,0.575146,0.383431,0.108658,-0.108586,0.083129,0.025528,0.217244,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,73,1000,10,1,1.663390,1.190774,1.190774,0.472616,0.472616,1.692996,1.309415,1.117624,0.575371,0.383581,-0.029606,-0.118641,0.073150,-0.102756,0.089035,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,74,1000,10,1,1.717713,1.315046,1.315046,0.402666,0.402666,1.712939,1.328709,1.136594,0.576345,0.384230,0.004774,-0.013663,0.178452,-0.173678,0.018436,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,75,1000,10,1,1.650818,1.107500,1.107500,0.543319,0.543319,1.710099,1.326194,1.134242,0.575856,0.383904,-0.059280,-0.218695,-0.026742,-0.032538,0.159414,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,76,1000,10,1,1.789467,1.251696,1.251696,0.537771,0.537771,1.688917,1.305666,1.114041,0.574877,0.383251,0.100549,-0.053971,0.137655,-0.037106,0.154520,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,77,1000,10,1,1.794205,1.187913,1.187913,0.606292,0.606292,1.706654,1.323332,1.131671,0.574983,0.383322,0.087552,-0.135418,0.056243,0.031309,0.222970,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,78,1000,10,1,1.647627,1.262208,1.262208,0.385419,0.385419,1.674564,1.290933,1.099118,0.575447,0.383631,-0.026937,-0.028725,0.163091,-0.190028,0.001788,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,79,1000,10,1,1.760705,1.348199,1.348199,0.412506,0.412506,1.706509,1.322638,1.130703,0.575806,0.383870,0.054196,0.025561,0.217496,-0.163299,0.028636,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,80,1000,10,1,1.629750,1.262707,1.262707,0.367043,0.367043,1.731974,1.348017,1.156039,0.575936,0.383957,-0.102224,-0.085310,0.106669,-0.208893,-0.016914,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,81,1000,10,1,1.859983,1.275515,1.275515,0.584469,0.584469,1.689872,1.305251,1.112941,0.576931,0.384621,0.170111,-0.029737,0.162574,0.007538,0.199848,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,82,1000,10,1,1.757480,1.204862,1.204862,0.552618,0.552618,1.735529,1.351669,1.159740,0.575789,0.383860,0.021951,-0.146808,0.045122,-0.023171,0.168759,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,83,1000,10,1,1.420002,1.032563,1.032563,0.387439,0.387439,1.695506,1.311365,1.119295,0.576211,0.384141,-0.275504,-0.278802,-0.086732,-0.188772,0.003298,,,,,,
lsem_oracleZ,1,N1000_nX10_sx1,84,1000,10,1,1.899765,1.335047,1.335047,0.564718,0.564718,1.687489,1.303732,1.111854,0.575635,0.383757,0.212276,0.031315,0.223193,-0.010917,0.180961,,,,,,
