method,scenario_id,scenario,rep,N,n_X,sigma_x,ATE_est,NDE_d1_est,NDE_d0_est,NIE_d1_est,NIE_d0_est,ATE_true,NDE_d1_true,NDE_d0_true,NIE_d1_true,NIE_d0_true,ATE_bias,NDE_d1_bias,NDE_d0_bias,NIE_d1_bias,NIE_d0_bias,converged,first_10_loss,last_10_loss,last_10_loss_sd,relative_drop,relative_sd
dmavae,5,N1000_nX10_sx2,2,1000,10,2.000000,2.017193,,1.134639,0.882554,0.634866,1.740090,,1.164560,0.575531,0.383687,0.277103,,-0.029921,0.307023,0.251178,True,29.933058,21.328101,0.011566,0.287473,0.000542
dmavae,5,N1000_nX10_sx2,3,1000,10,2.000000,2.068669,,1.069799,0.998871,0.730551,1.724426,,1.149066,0.575360,0.383573,0.344243,,-0.079267,0.423510,0.346977,True,29.060816,21.228261,0.016043,0.269523,0.000756
dmavae,5,N1000_nX10_sx2,4,1000,10,2.000000,1.744185,,1.118739,0.625447,0.382290,1.726836,,1.152283,0.574554,0.383036,0.017349,,-0.033544,0.050893,-0.000746,True,29.133061,21.131552,0.008510,0.274654,0.000403
dmavae,5,N1000_nX10_sx2,5,1000,10,2.000000,1.954290,,1.089927,0.864363,0.501452,1.744147,,1.168667,0.575481,0.383654,0.210143,,-0.078739,0.288882,0.117798,True,29.040911,21.250562,0.014554,0.268254,0.000685
dmavae,5,N1000_nX10_sx2,6,1000,10,2.000000,1.888553,,1.152136,0.736417,0.458678,1.702036,,1.126106,0.575930,0.383953,0.186517,,0.026029,0.160488,0.074725,True,30.005240,21.241642,0.014646,0.292069,0.000690
dmavae,5,N1000_nX10_sx2,7,1000,10,2.000000,2.155190,,1.482443,0.672747,0.458247,1.750697,,1.174899,0.575797,0.383865,0.404493,,0.307544,0.096949,0.074382,True,29.335832,21.385128,0.007774,0.271024,0.000364
dmavae,5,N1000_nX10_sx2,8,1000,10,2.000000,2.071212,,1.157198,0.914014,0.642453,1.747594,,1.172307,0.575287,0.383525,0.323618,,-0.015109,0.338727,0.258928,True,29.290062,21.286831,0.013144,0.273240,0.000617
dmavae,5,N1000_nX10_sx2,9,1000,10,2.000000,1.807622,,1.181117,0.626505,0.408829,1.721908,,1.147311,0.574597,0.383064,0.085714,,0.033806,0.051908,0.025764,True,28.748278,21.054138,0.011775,0.267638,0.000559
dmavae,5,N1000_nX10_sx2,10,1000,10,2.000000,1.853507,,1.114861,0.738646,0.440589,1.741551,,1.166073,0.575478,0.383652,0.111955,,-0.051212,0.163168,0.056937,True,28.918547,21.255105,0.014308,0.265001,0.000673
dmavae,5,N1000_nX10_sx2,11,1000,10,2.000000,1.876230,,1.257779,0.618451,0.370766,1.740474,,1.165064,0.575411,0.383607,0.135756,,0.092715,0.043040,-0.012841,True,29.810145,21.236757,0.012637,0.287600,0.000595
dmavae,5,N1000_nX10_sx2,12,1000,10,2.000000,1.976277,,1.108187,0.868091,0.534206,1.721213,,1.145023,0.576191,0.384127,0.255064,,-0.036836,0.291900,0.150079,True,29.055320,21.162055,0.015618,0.271663,0.000738
dmavae,5,N1000_nX10_sx2,13,1000,10,2.000000,1.984469,,1.171994,0.812475,0.520165,1.734160,,1.159262,0.574898,0.383265,0.250309,,0.012732,0.237577,0.136899,True,29.444391,21.264542,0.021078,0.277807,0.000991
dmavae,5,N1000_nX10_sx2,14,1000,10,2.000000,1.726965,,1.161049,0.565917,0.371079,1.746268,,1.170482,0.575786,0.383858,-0.019303,,-0.009433,-0.009870,-0.012779,True,28.752393,21.296067,0.010642,0.259329,0.000500
dmavae,5,N1000_nX10_sx2,15,1000,10,2.000000,2.109056,,1.235260,0.873795,0.594093,1.729401,,1.153281,0.576120,0.384080,0.379655,,0.081980,0.297675,0.210013,True,30.711605,21.421453,0.009493,0.302496,0.000443
dmavae,5,N1000_nX10_sx2,16,1000,10,2.000000,2.291016,,1.223398,1.067618,0.736896,1.719016,,1.142743,0.576273,0.384182,0.572000,,0.080655,0.491345,0.352714,True,30.340251,21.276666,0.010458,0.298731,0.000492
dmavae,5,N1000_nX10_sx2,17,1000,10,2.000000,1.836071,,1.130174,0.705897,0.449638,1.729493,,1.154175,0.575318,0.383545,0.106578,,-0.024002,0.130579,0.066093,True,30.024471,21.313339,0.016445,0.290134,0.000772
dmavae,5,N1000_nX10_sx2,18,1000,10,2.000000,1.791185,,1.234346,0.556839,0.393505,1.729044,,1.153033,0.576011,0.384007,0.062141,,0.081313,-0.019172,0.009498,True,28.968874,21.325546,0.015243,0.263846,0.000715
dmavae,5,N1000_nX10_sx2,19,1000,10,2.000000,1.755978,,1.113686,0.642293,0.428605,1.735313,,1.159580,0.575733,0.383822,0.020665,,-0.045895,0.066560,0.044783,True,29.356068,21.278032,0.017853,0.275174,0.000839
dmavae,5,N1000_nX10_sx2,20,1000,10,2.000000,1.777461,,1.126177,0.651284,0.401171,1.767617,,1.190698,0.576919,0.384612,0.009844,,-0.064521,0.074365,0.016559,True,30.354736,21.317249,0.015156,0.297729,0.000711
dmavae,5,N1000_nX10_sx2,21,1000,10,2.000000,2.012062,,1.212037,0.800025,0.550641,1.768189,,1.191600,0.576589,0.384393,0.243872,,0.020437,0.223436,0.166248,True,29.686866,21.311472,0.013790,0.282125,0.000647
dmavae,5,N1000_nX10_sx2,22,1000,10,2.000000,1.842817,,1.224022,0.618795,0.473020,1.744563,,1.168801,0.575761,0.383841,0.098255,,0.055221,0.043034,0.089179,True,30.145981,21.384835,0.024001,0.290624,0.001122
dmavae,5,N1000_nX10_sx2,23,1000,10,2.000000,2.072373,,1.350639,0.721734,0.479964,1.743544,,1.167454,0.576090,0.384060,0.328829,,0.183185,0.145644,0.095904,True,29.762285,21.263890,0.012214,0.285542,0.000574
dmavae,5,N1000_nX10_sx2,24,1000,10,2.000000,1.795052,,1.006104,0.788948,0.515801,1.747220,,1.171377,0.575843,0.383895,0.047832,,-0.165273,0.213105,0.131905,True,30.458041,21.175402,0.019610,0.304768,0.000926
dmavae,5,N1000_nX10_sx2,25,1000,10,2.000000,1.930033,,1.002013,0.928021,0.554161,1.719454,,1.143864,0.575590,0.383726,0.210579,,-0.141852,0.352431,0.170435,True,28.857937,21.248942,0.010301,0.263671,0.000485
dmavae,5,N1000_nX10_sx2,26,1000,10,2.000000,2.076755,,1.171261,0.905494,0.622113,1.756006,,1.179953,0.576053,0.384035,0.320749,,-0.008691,0.329441,0.238078,True,29.494137,21.133534,0.015744,0.283467,0.000745
dmavae,5,N1000_nX10_sx2,27,1000,10,2.000000,1.692725,,1.005333,0.687392,0.428968,1.735742,,1.160293,0.575450,0.383633,-0.043017,,-0.154960,0.111942,0.045335,True,29.958700,21.369019,0.014494,0.286717,0.000678
dmavae,5,N1000_nX10_sx2,28,1000,10,2.000000,1.867367,,1.162878,0.704490,0.430947,1.779631,,1.202924,0.576707,0.384471,0.087736,,-0.040047,0.127783,0.046475,True,30.533560,21.297910,0.012804,0.302475,0.000601
dmavae,5,N1000_nX10_sx2,29,1000,10,2.000000,1.867993,,1.203933,0.664061,0.430053,1.736710,,1.161172,0.575539,0.383693,0.131283,,0.042761,0.088522,0.046360,True,29.681898,21.248780,0.014047,0.284117,0.000661
dmavae,5,N1000_nX10_sx2,30,1000,10,2.000000,2.049990,,1.372585,0.677405,0.488791,1.738781,,1.163947,0.574834,0.383223,0.311209,,0.208638,0.102571,0.105569,True,29.270938,21.267074,0.014044,0.273441,0.000660
dmavae,5,N1000_nX10_sx2,31,1000,10,2.000000,1.875047,,0.987437,0.887610,0.541906,1.758241,,1.181932,0.576309,0.384206,0.116806,,-0.194495,0.311301,0.157701,True,29.274022,21.260021,0.017491,0.273758,0.000823
dmavae,5,N1000_nX10_sx2,32,1000,10,2.000000,1.835913,,1.093694,0.742219,0.434136,1.715235,,1.139262,0.575972,0.383981,0.120679,,-0.045568,0.166247,0.050154,True,29.638772,21.263905,0.031226,0.282565,0.001469
dmavae,5,N1000_nX10_sx2,33,1000,10,2.000000,2.175642,,1.247074,0.928568,0.625466,1.744956,,1.169965,0.574992,0.383328,0.430685,,0.077109,0.353576,0.242138,True,30.339291,21.213146,0.014155,0.300803,0.000667
dmavae,5,N1000_nX10_sx2,34,1000,10,2.000000,2.173050,,1.307323,0.865727,0.687490,1.760606,,1.184356,0.576250,0.384167,0.412444,,0.122967,0.289478,0.303323,True,29.705306,21.167417,0.019998,0.287420,0.000945
dmavae,5,N1000_nX10_sx2,35,1000,10,2.000000,1.858575,,1.179163,0.679412,0.484690,1.731250,,1.155556,0.575694,0.383796,0.127326,,0.023607,0.103718,0.100894,True,29.351933,21.120810,0.020280,0.280429,0.000960
dmavae,5,N1000_nX10_sx2,36,1000,10,2.000000,2.028095,,1.297039,0.731056,0.551613,1.758557,,1.183189,0.575368,0.383579,0.269538,,0.113850,0.155688,0.168035,True,30.613353,21.207242,0.012342,0.307255,0.000582
dmavae,5,N1000_nX10_sx2,37,1000,10,2.000000,2.000420,,1.419282,0.581138,0.444129,1.724359,,1.147519,0.576839,0.384559,0.276061,,0.271763,0.004299,0.059570,True,29.645514,21.282227,0.022221,0.282110,0.001044
dmavae,5,N1000_nX10_sx2,38,1000,10,2.000000,1.639376,,0.980892,0.658484,0.431885,1.746078,,1.169934,0.576143,0.384095,-0.106702,,-0.189043,0.082341,0.047789,True,29.430271,21.135162,0.019106,0.281856,0.000904
dmavae,5,N1000_nX10_sx2,39,1000,10,2.000000,2.114010,,1.200949,0.913061,0.581903,1.755492,,1.179470,0.576022,0.384015,0.358518,,0.021479,0.337039,0.197889,True,30.047184,21.212370,0.010570,0.294031,0.000498
dmavae,5,N1000_nX10_sx2,40,1000,10,2.000000,1.804973,,1.138501,0.666472,0.435672,1.723816,,1.147701,0.576116,0.384077,0.081157,,-0.009200,0.090356,0.051595,True,28.871455,21.366408,0.013745,0.259947,0.000643
dmavae,5,N1000_nX10_sx2,41,1000,10,2.000000,2.029545,,1.241892,0.787653,0.567704,1.729696,,1.153576,0.576120,0.384080,0.299849,,0.088316,0.211533,0.183624,True,30.199507,21.208735,0.017082,0.297713,0.000805
dmavae,5,N1000_nX10_sx2,42,1000,10,2.000000,1.976297,,1.216179,0.760117,0.523596,1.755007,,1.180032,0.574975,0.383317,0.221290,,0.036147,0.185143,0.140279,True,29.634609,21.304877,0.011822,0.281081,0.000555
dmavae,5,N1000_nX10_sx2,43,1000,10,2.000000,1.932555,,1.313977,0.618578,0.468090,1.741681,,1.165555,0.576126,0.384084,0.190875,,0.148423,0.042452,0.084006,True,29.257209,21.157507,0.020976,0.276845,0.000991
dmavae,5,N1000_nX10_sx2,44,1000,10,2.000000,2.119728,,1.361557,0.758171,0.465767,1.747593,,1.172176,0.575417,0.383611,0.372134,,0.189380,0.182754,0.082156,True,30.012721,21.231087,0.013985,0.292597,0.000659
dmavae,5,N1000_nX10_sx2,45,1000,10,2.000000,2.102549,,1.355257,0.747292,0.502747,1.741938,,1.165260,0.576679,0.384452,0.360611,,0.189997,0.170614,0.118295,True,30.134626,21.227128,0.016731,0.295590,0.000788
dmavae,5,N1000_nX10_sx2,46,1000,10,2.000000,1.931884,,1.151466,0.780418,0.507776,1.713918,,1.138185,0.575733,0.383822,0.217966,,0.013281,0.204685,0.123954,True,28.089123,21.165876,0.010018,0.246474,0.000473
dmavae,5,N1000_nX10_sx2,47,1000,10,2.000000,1.821018,,1.179085,0.641932,0.444110,1.703201,,1.127504,0.575697,0.383798,0.117816,,0.051581,0.066235,0.060312,True,28.740111,21.365651,0.012343,0.256591,0.000578
dmavae,5,N1000_nX10_sx2,48,1000,10,2.000000,1.655255,,0.933807,0.721447,0.436130,1.741713,,1.166619,0.575093,0.383396,-0.086458,,-0.232812,0.146354,0.052735,True,28.425587,21.197956,0.015259,0.254265,0.000720
dmavae,5,N1000_nX10_sx2,49,1000,10,2.000000,1.812431,,1.109026,0.703405,0.489097,1.741400,,1.166844,0.574557,0.383038,0.071031,,-0.057817,0.128848,0.106059,True,29.842874,21.267608,0.016214,0.287347,0.000762
dmavae,5,N1000_nX10_sx2,50,1000,10,2.000000,1.806809,,1.300524,0.506285,0.378004,1.717246,,1.141425,0.575820,0.383880,0.089564,,0.159099,-0.069535,-0.005876,True,29.181812,21.269061,0.009063,0.271154,0.000426
dmavae,5,N1000_nX10_sx2,51,1000,10,2.000000,1.822897,,1.260121,0.562776,0.362396,1.729653,,1.153950,0.575703,0.383802,0.093244,,0.106171,-0.012927,-0.021406,True,28.905176,21.454738,0.018676,0.257754,0.000870
dmavae,5,N1000_nX10_sx2,52,1000,10,2.000000,2.144567,,1.429166,0.715401,0.487299,1.764675,,1.188880,0.575795,0.383863,0.379892,,0.240286,0.139606,0.103436,True,30.100687,21.333519,0.018104,0.291261,0.000849
dmavae,5,N1000_nX10_sx2,53,1000,10,2.000000,2.105489,,1.178381,0.927107,0.692345,1.734899,,1.159697,0.575203,0.383468,0.370589,,0.018684,0.351905,0.308877,True,29.283516,21.227282,0.014406,0.275112,0.000679
dmavae,5,N1000_nX10_sx2,54,1000,10,2.000000,1.825188,,1.021259,0.803929,0.594853,1.727707,,1.151915,0.575792,0.383861,0.097481,,-0.130656,0.228137,0.210992,True,29.563798,21.227596,0.016482,0.281973,0.000776
dmavae,5,N1000_nX10_sx2,55,1000,10,2.000000,1.762507,,1.167325,0.595181,0.440588,1.735932,,1.161058,0.574874,0.383250,0.026575,,0.006268,0.020307,0.057339,True,28.673558,21.334603,0.011315,0.255949,0.000530
dmavae,5,N1000_nX10_sx2,56,1000,10,2.000000,1.873186,,1.209510,0.663676,0.433693,1.724377,,1.148731,0.575646,0.383764,0.148809,,0.060779,0.088030,0.049929,True,29.101216,21.345520,0.011947,0.266508,0.000560
dmavae,5,N1000_nX10_sx2,57,1000,10,2.000000,1.854702,,1.016137,0.838565,0.511068,1.735968,,1.160384,0.575584,0.383723,0.118734,,-0.144248,0.262981,0.127346,True,30.123052,21.276524,0.023932,0.293680,0.001125
dmavae,5,N1000_nX10_sx2,58,1000,10,2.000000,1.892507,,1.099430,0.793077,0.545896,1.763531,,1.186751,0.576780,0.384520,0.128976,,-0.087321,0.216297,0.161376,True,29.600764,21.346298,0.012312,0.278860,0.000577
dmavae,5,N1000_nX10_sx2,59,1000,10,2.000000,1.919490,,1.175582,0.743908,0.469507,1.730341,,1.155287,0.575054,0.383369,0.189149,,0.020295,0.168854,0.086137,True,28.565220,21.077513,0.008443,0.262127,0.000401
dmavae,5,N1000_nX10_sx2,60,1000,10,2.000000,1.742539,,1.106591,0.635947,0.387258,1.728385,,1.152913,0.575472,0.383648,0.014153,,-0.046322,0.060475,0.003610,True,28.958822,21.278047,0.016711,0.265231,0.000785
dmavae,5,N1000_nX10_sx2,61,1000,10,2.000000,1.933656,,1.241814,0.691842,0.487697,1.745102,,1.169712,0.575390,0.383593,0.188554,,0.072103,0.116452,0.104104,True,29.700815,21.220895,0.018809,0.285511,0.000886
dmavae,5,N1000_nX10_sx2,62,1000,10,2.000000,1.728936,,0.997795,0.731141,0.441781,1.737339,,1.161743,0.575596,0.383731,-0.008402,,-0.163947,0.155545,0.058050,True,29.753693,21.221214,0.011169,0.286770,0.000526
dmavae,5,N1000_nX10_sx2,63,1000,10,2.000000,1.927594,,1.280346,0.647248,0.448212,1.762643,,1.186901,0.575741,0.383827,0.164952,,0.093445,0.071507,0.064384,True,29.187161,21.083561,0.015509,0.277643,0.000736
dmavae,5,N1000_nX10_sx2,64,1000,10,2.000000,1.946460,,1.095033,0.851427,0.551270,1.735237,,1.160324,0.574913,0.383275,0.211223,,-0.065291,0.276514,0.167994,True,29.481563,21.263205,0.021085,0.278763,0.000992
dmavae,5,N1000_nX10_sx2,65,1000,10,2.000000,1.862015,,1.353034,0.508980,0.283326,1.728717,,1.152686,0.576031,0.384021,0.133298,,0.200348,-0.067051,-0.100695,True,29.035974,21.255778,0.012941,0.267950,0.000609
dmavae,5,N1000_nX10_sx2,66,1000,10,2.000000,1.889270,,1.206128,0.683142,0.473372,1.736032,,1.161587,0.574445,0.382963,0.153238,,0.044541,0.108698,0.090409,True,29.655563,21.183137,0.022846,0.285694,0.001078
dmavae,5,N1000_nX10_sx2,67,1000,10,2.000000,1.836877,,1.239815,0.597063,0.383729,1.764291,,1.187820,0.576471,0.384314,0.072586,,0.051995,0.020592,-0.000585,True,30.062030,21.244797,0.014542,0.293301,0.000684
dmavae,5,N1000_nX10_sx2,68,1000,10,2.000000,2.143986,,1.364313,0.779673,0.578544,1.753244,,1.177143,0.576101,0.384067,0.390742,,0.187170,0.203573,0.194477,True,28.889571,21.377783,0.006226,0.260017,0.000291
dmavae,5,N1000_nX10_sx2,69,1000,10,2.000000,1.762089,,0.975218,0.786872,0.468842,1.726184,,1.150493,0.575691,0.383794,0.035905,,-0.175275,0.211180,0.085048,True,30.627554,21.320864,0.013063,0.303867,0.000613
dmavae,5,N1000_nX10_sx2,70,1000,10,2.000000,1.786884,,1.128045,0.658838,0.453651,1.727249,,1.152271,0.574978,0.383318,0.059635,,-0.024226,0.083861,0.070333,True,29.966254,21.226165,0.021802,0.291664,0.001027
dmavae,5,N1000_nX10_sx2,71,1000,10,2.000000,1.902437,,1.112034,0.790403,0.615182,1.750543,,1.174155,0.576388,0.384258,0.151894,,-0.062122,0.214016,0.230923,True,30.135893,21.277415,0.014563,0.293951,0.000684
dmavae,5,N1000_nX10_sx2,72,1000,10,2.000000,2.094736,,1.471670,0.623066,0.411022,1.764672,,1.188685,0.575986,0.383991,0.330064,,0.282985,0.047079,0.027031,True,30.087192,21.313732,0.016906,0.291601,0.000793
dmavae,5,N1000_nX10_sx2,73,1000,10,2.000000,1.702677,,1.170276,0.532401,0.316932,1.744662,,1.168418,0.576244,0.384163,-0.041985,,0.001858,-0.043843,-0.067231,True,29.360854,21.229831,0.012037,0.276934,0.000567
dmavae,5,N1000_nX10_sx2,74,1000,10,2.000000,1.907054,,1.249324,0.657730,0.417469,1.743341,,1.166640,0.576701,0.384468,0.163713,,0.082684,0.081028,0.033002,True,28.941670,21.209676,0.020226,0.267158,0.000954
dmavae,5,N1000_nX10_sx2,75,1000,10,2.000000,1.774813,,1.055985,0.718828,0.414859,1.757330,,1.180381,0.576949,0.384632,0.017483,,-0.124397,0.141879,0.030227,True,29.769533,21.234025,0.010761,0.286720,0.000507
dmavae,5,N1000_nX10_sx2,76,1000,10,2.000000,1.835152,,1.161624,0.673528,0.474729,1.719617,,1.144199,0.575419,0.383612,0.115535,,0.017425,0.098109,0.091116,True,29.229725,21.357165,0.017522,0.269334,0.000820
dmavae,5,N1000_nX10_sx2,77,1000,10,2.000000,2.034890,,1.253364,0.781526,0.520179,1.789750,,1.213545,0.576205,0.384137,0.245140,,0.039819,0.205321,0.136043,True,30.290591,21.292215,0.014543,0.297068,0.000683
dmavae,5,N1000_nX10_sx2,78,1000,10,2.000000,2.061760,,1.388770,0.672991,0.423067,1.751121,,1.175792,0.575329,0.383552,0.310639,,0.212977,0.097662,0.039515,True,29.010092,21.115162,0.006330,0.272144,0.000300
dmavae,5,N1000_nX10_sx2,79,1000,10,2.000000,1.698051,,1.018789,0.679262,0.421564,1.726385,,1.150031,0.576354,0.384236,-0.028334,,-0.131243,0.102909,0.037328,True,28.854021,21.198980,0.012743,0.265302,0.000601
dmavae,5,N1000_nX10_sx2,80,1000,10,2.000000,1.756889,,1.056914,0.699975,0.419616,1.735873,,1.159067,0.576806,0.384537,0.021016,,-0.102153,0.123170,0.035079,True,28.556593,21.187867,0.012676,0.258039,0.000598
dmavae,5,N1000_nX10_sx2,81,1000,10,2.000000,2.087274,,1.196752,0.890522,0.578172,1.755672,,1.180040,0.575632,0.383754,0.331602,,0.016712,0.314890,0.194418,True,29.455479,21.191792,0.009717,0.280548,0.000459
dmavae,5,N1000_nX10_sx2,82,1000,10,2.000000,1.830292,,1.181783,0.648509,0.443244,1.740754,,1.164763,0.575991,0.383994,0.089537,,0.017020,0.072517,0.059250,True,29.759385,21.186170,0.008150,0.288084,0.000385
dmavae,5,N1000_nX10_sx2,83,1000,10,2.000000,2.003243,,1.188415,0.814828,0.564413,1.751240,,1.174667,0.576573,0.384382,0.252003,,0.013748,0.238256,0.180031,True,30.342628,21.325493,0.019546,0.297177,0.000917
dmavae,5,N1000_nX10_sx2,84,1000,10,2.000000,1.778750,,1.062699,0.716051,0.413941,1.732009,,1.156330,0.575679,0.383786,0.046741,,-0.093631,0.140372,0.030155,True,30.593775,21.141239,0.019494,0.308969,0.000922
dmavae,5,N1000_nX10_sx2,85,1000,10,2.000000,1.652824,,1.202255,0.450569,0.314822,1.717366,,1.143607,0.573759,0.382506,-0.064542,,0.058648,-0.123190,-0.067683,True,28.514439,21.025453,0.021203,0.262638,0.001008
dmavae,5,N1000_nX10_sx2,86,1000,10,2.000000,1.811967,,1.158710,0.653257,0.416783,1.747385,,1.171576,0.575809,0.383873,0.064582,,-0.012866,0.077448,0.032910,True,29.497717,21.278332,0.011104,0.278645,0.000522
dmavae,5,N1000_nX10_sx2,87,1000,10,2.000000,2.059032,,1.285281,0.773751,0.459175,1.729752,,1.155173,0.574579,0.383052,0.329280,,0.130108,0.199172,0.076122,True,29.440272,21.368906,0.008780,0.274161,0.000411
dmavae,5,N1000_nX10_sx2,88,1000,10,2.000000,1.887837,,1.139259,0.748578,0.533452,1.733216,,1.157318,0.575899,0.383933,0.154621,,-0.018059,0.172680,0.149519,True,30.499566,21.111777,0.014134,0.307801,0.000669
dmavae,5,N1000_nX10_sx2,89,1000,10,2.000000,1.802454,,1.110983,0.691471,0.466465,1.711458,,1.136157,0.575301,0.383534,0.090997,,-0.025174,0.116171,0.082931,True,28.819646,21.332677,0.013811,0.259787,0.000647
dmavae,5,N1000_nX10_sx2,90,1000,10,2.000000,1.932722,,1.188958,0.743764,0.461129,1.748961,,1.174120,0.574841,0.383227,0.183761,,0.014838,0.168923,0.077902,True,29.313104,21.329240,0.012886,0.272365,0.000604
dmavae,5,N1000_nX10_sx2,91,1000,10,2.000000,1.872984,,1.071641,0.801343,0.506992,1.731903,,1.155929,0.575975,0.383983,0.141081,,-0.084288,0.225368,0.123009,True,29.210170,21.253645,0.015073,0.272389,0.000709
dmavae,5,N1000_nX10_sx2,92,1000,10,2.000000,1.790150,,1.201445,0.588705,0.442850,1.735660,,1.160876,0.574784,0.383190,0.054490,,0.040570,0.013920,0.059661,True,29.866994,21.276662,0.009509,0.287620,0.000447
dmavae,5,N1000_nX10_sx2,93,1000,10,2.000000,1.698041,,1.089670,0.608371,0.378141,1.749162,,1.173764,0.575399,0.383599,-0.051122,,-0.084094,0.032972,-0.005458,True,28.620732,21.185948,0.019139,0.259769,0.000903
dmavae,5,N1000_nX10_sx2,94,1000,10,2.000000,1.936649,,1.302446,0.634203,0.424934,1.729682,,1.153784,0.575898,0.383932,0.206967,,0.148662,0.058305,0.041002,True,28.562422,21.273983,0.007334,0.255176,0.000345
dmavae,5,N1000_nX10_sx2,95,1000,10,2.000000,1.672307,,1.195906,0.476401,0.284169,1.754302,,1.179588,0.574714,0.383143,-0.081995,,0.016318,-0.098313,-0.098973,True,28.994134,21.116502,0.014175,0.271697,0.000671
dmavae,5,N1000_nX10_sx2,96,1000,10,2.000000,1.603446,,1.033251,0.570194,0.384629,1.717834,,1.143342,0.574491,0.382994,-0.114388,,-0.110091,-0.004297,0.001634,True,29.016161,21.149636,0.008904,0.271108,0.000421
dmavae,5,N1000_nX10_sx2,97,1000,10,2.000000,1.825865,,1.027699,0.798166,0.506134,1.736293,,1.160625,0.575668,0.383779,0.089572,,-0.132926,0.222498,0.122355,True,29.549199,21.117830,0.016130,0.285333,0.000764
dmavae,5,N1000_nX10_sx2,98,1000,10,2.000000,1.824623,,1.185610,0.639013,0.377688,1.746915,,1.170499,0.576416,0.384277,0.077708,,0.015111,0.062597,-0.006589,True,30.850391,21.435065,0.018555,0.305193,0.000866
dmavae,5,N1000_nX10_sx2,99,1000,10,2.000000,1.741511,,1.100926,0.640584,0.360950,1.721643,,1.147010,0.574633,0.383089,0.019868,,-0.046083,0.065951,-0.022139,True,28.493275,21.283057,0.019027,0.253050,0.000894
dmavae,5,N1000_nX10_sx2,100,1000,10,2.000000,1.908413,,1.239685,0.668728,0.436070,1.742052,,1.166942,0.575110,0.383406,0.166361,,0.072743,0.093618,0.052663,True,29.837061,21.132184,0.014760,0.291747,0.000698
dmavae,3,N1000_nX200_sx0.7,1,1000,200,0.700000,1.946044,,1.329430,0.616614,0.384778,1.736200,,1.160453,0.575747,0.383832,0.209844,,0.168978,0.040866,0.000946,True,298.196640,178.770225,0.013695,0.400496,0.000077
dmavae,3,N1000_nX200_sx0.7,2,1000,200,0.700000,1.718744,,0.864135,0.854609,0.585760,1.713794,,1.139389,0.574405,0.382937,0.004950,,-0.275254,0.280204,0.202823,True,298.730850,180.485133,0.013505,0.395827,0.000075
dmavae,3,N1000_nX200_sx0.7,3,1000,200,0.700000,1.730646,,1.102906,0.627740,0.381937,1.742380,,1.167188,0.575192,0.383461,-0.011734,,-0.064282,0.052548,-0.001524,True,294.041930,178.049008,0.031239,0.394477,0.000175
dmavae,3,N1000_nX200_sx0.7,4,1000,200,0.700000,1.367619,,1.008868,0.358751,0.211105,1.742773,,1.166608,0.576165,0.384110,-0.375154,,-0.157740,-0.217414,-0.173005,True,298.932430,177.376796,0.020836,0.406632,0.000117
dmavae,3,N1000_nX200_sx0.7,5,1000,200,0.700000,1.507238,,1.010480,0.496757,0.319444,1.745956,,1.169746,0.576210,0.384140,-0.238719,,-0.159266,-0.079453,-0.064696,True,300.176724,180.017624,0.021587,0.400295,0.000120
dmavae,3,N1000_nX200_sx0.7,6,1000,200,0.700000,1.673511,,0.870039,0.803472,0.499871,1.740389,,1.165456,0.574933,0.383289,-0.066878,,-0.295417,0.228539,0.116583,True,291.270708,178.817896,0.020631,0.386077,0.000115
dmavae,3,N1000_nX200_sx0.7,7,1000,200,0.700000,1.758662,,0.949125,0.809537,0.502029,1.741586,,1.165835,0.575750,0.383833,0.017076,,-0.216711,0.233787,0.118195,True,297.995480,179.656868,0.016771,0.397115,0.000093
dmavae,3,N1000_nX200_sx0.7,8,1000,200,0.700000,1.682167,,1.228058,0.454109,0.293492,1.724886,,1.149116,0.575770,0.383847,-0.042719,,0.078941,-0.121661,-0.090354,True,290.082560,177.482766,0.031306,0.388165,0.000176
dmavae,3,N1000_nX200_sx0.7,9,1000,200,0.700000,1.673299,,0.948477,0.724823,0.460143,1.708870,,1.132315,0.576556,0.384370,-0.035571,,-0.183838,0.148267,0.075772,True,294.535609,178.561824,0.013016,0.393751,0.000073
dmavae,3,N1000_nX200_sx0.7,10,1000,200,0.700000,2.021676,,1.414373,0.607303,0.394777,1.765156,,1.188846,0.576310,0.384207,0.256520,,0.225527,0.030993,0.010571,True,300.839911,186.116773,0.022720,0.381343,0.000122
dmavae,3,N1000_nX200_sx0.7,11,1000,200,0.700000,1.503748,,0.869319,0.634429,0.415016,1.745679,,1.169868,0.575811,0.383874,-0.241932,,-0.300549,0.058618,0.031142,True,292.720139,180.333061,0.017502,0.383940,0.000097
dmavae,3,N1000_nX200_sx0.7,12,1000,200,0.700000,1.743475,,0.880295,0.863180,0.559140,1.723017,,1.147324,0.575694,0.383796,0.020458,,-0.267028,0.287486,0.175344,True,296.533743,180.129558,0.008097,0.392550,0.000045
dmavae,3,N1000_nX200_sx0.7,13,1000,200,0.700000,1.848437,,1.032840,0.815598,0.526118,1.711993,,1.137200,0.574792,0.383195,0.136444,,-0.104361,0.240805,0.142923,True,291.763770,177.195559,0.014506,0.392675,0.000082
dmavae,3,N1000_nX200_sx0.7,14,1000,200,0.700000,1.780099,,1.202013,0.578086,0.385635,1.748718,,1.172782,0.575936,0.383957,0.031381,,0.029231,0.002150,0.001678,True,298.770967,177.621997,0.015243,0.405491,0.000086
